"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)","Absolute (rad/s)"
3.826347506E0,2.591179311E-1,3.580514491E-1,-3.197163820E0,3.227568657E0
3.828832037E0,2.484655976E-1,3.473991156E-1,-3.204620361E0,3.232957309E0
3.831316517E0,2.346175760E-1,3.175725937E-1,-3.214207411E0,3.238367959E0
3.833801048E0,2.207695395E-1,2.802894413E-1,-3.217403173E0,3.237125969E0
3.836285527E0,2.079867423E-1,2.344844192E-1,-3.222729445E0,3.237935531E0
3.838770006E0,2.005301118E-1,1.856168509E-1,-3.219533682E0,3.231108644E0
3.841254485E0,2.015953511E-1,1.451379955E-1,-3.203555107E0,3.213171494E0
3.843738756E0,2.079867423E-1,1.046591476E-1,-3.175859213E0,3.184382791E0
3.846215267E0,2.239652425E-1,7.589785010E-2,-3.137510777E0,3.146409825E0
3.848699590E0,2.537917793E-1,4.820179567E-2,-3.083183765E0,3.093987041E0
3.851183860E0,2.985315621E-1,2.157096937E-2,-3.016074181E0,3.030889286E0
3.853668183E0,3.571193814E-1,-1.251648832E-2,-2.937246799E0,2.958903458E0
3.856152454E0,4.220985770E-1,-4.234301299E-2,-2.850963116E0,2.882351614E0
3.858636725E0,5.061188340E-1,-6.045197323E-2,-2.755092144E0,2.801846434E0
3.861121048E0,5.977289081E-1,-4.766917601E-2,-2.654960155E0,2.721831300E0
3.863605162E0,6.957303286E-1,-1.677742042E-2,-2.549635172E0,2.642907808E0
3.866081621E0,7.979927063E-1,2.902759984E-2,-2.445242405E0,2.572322954E0
3.868565735E0,8.981245756E-1,8.655018359E-2,-2.344045162E0,2.511705876E0
3.871049798E0,1.000386953E0,1.323551983E-1,-2.252435207E0,2.468148358E0
3.873533912E0,1.098388433E0,1.707035899E-1,-2.181064606E0,2.447986863E0
3.876017975E0,1.195191503E0,1.920082569E-1,-2.130998611E0,2.450817207E0
3.878502090E0,1.282540560E0,2.047910541E-1,-2.099041700E0,2.468364990E0
3.880986152E0,1.353911161E0,1.856168509E-1,-2.084128380E0,2.492211899E0
3.883470527E0,1.414629459E0,1.323551983E-1,-2.080932617E0,2.519717239E0
3.885966204E0,1.454043031E0,5.885412544E-2,-2.090519905E0,2.547151039E0
3.888450579E0,1.472151995E0,-7.190322969E-3,-2.106498241E0,2.569945143E0
3.890934954E0,1.470021605E0,-5.406057462E-2,-2.129933357E0,2.588532822E0
3.893419381E0,1.455108285E0,-9.027849883E-2,-2.157629490E0,2.604007555E0
3.895903756E0,1.425281763E0,-1.073222235E-1,-2.185325623E0,2.611243811E0
3.898388131E0,1.385868192E0,-1.062569916E-1,-2.214086771E0,2.614211434E0
3.900872558E0,1.343258858E0,-9.240896255E-2,-2.241782904E0,2.615047679E0
3.903356725E0,1.294258118E0,-6.471290439E-2,-2.267348528E0,2.611543831E0
3.905832402E0,1.239931226E0,-2.956021577E-2,-2.289718390E0,2.604057133E0
3.908316569E0,1.189865232E0,1.198387146E-2,-2.305696964E0,2.594640895E0
3.910800735E0,1.137668848E0,5.246272683E-2,-2.317414522E0,2.582141130E0
3.913284902E0,1.088801265E0,9.187635034E-2,-2.320610046E0,2.564987416E0
3.915769069E0,1.042996287E0,1.259638071E-1,-2.313153505E0,2.540548617E0
3.918253235E0,9.971912503E-1,1.579207927E-1,-2.305696964E0,2.517055394E0
3.920737402E0,9.577776194E-1,1.877473146E-1,-2.295044661E0,2.493956098E0
3.923221777E0,9.236901999E-1,2.195711583E-1,-2.278000832E0,2.467934940E0
3.925714746E0,8.885374665E-1,2.430062890E-1,-2.259891748E0,2.440422423E0
3.928199121E0,8.565804958E-1,2.675066292E-1,-2.238587141E0,2.411755031E0
3.930683496E0,8.246235251E-1,2.802894413E-1,-2.210891247E0,2.376258874E0
3.933167871E0,7.884055972E-1,2.760285139E-1,-2.186390877E0,2.340529896E0
3.935652298E0,7.489919662E-1,2.472672164E-1,-2.162955761E0,2.302283142E0
3.938136673E0,7.085131407E-1,1.920082569E-1,-2.154433727E0,2.276058595E0
3.940621100E0,6.680342555E-1,1.483336985E-1,-2.168281794E0,2.273701517E0
3.943105423E0,6.371424794E-1,1.408770680E-1,-2.215152025E0,2.309262952E0
3.945587662E0,6.222292185E-1,1.515294015E-1,-2.296109676E0,2.383747052E0
3.948072037E0,6.360772848E-1,1.834863871E-1,-2.406893969E0,2.496277257E0
3.950556360E0,6.680342555E-1,2.376801223E-1,-2.545374393E0,2.642289237E0
3.953040735E0,7.074478865E-1,2.973331809E-1,-2.691178083E0,2.798451180E0
3.955525058E0,7.489919662E-1,3.484643400E-1,-2.825397491E0,2.943686014E0
3.958009381E0,7.905360460E-1,3.889431953E-1,-2.942573071E0,3.071638052E0
3.960493704E0,8.235582709E-1,4.145087898E-1,-3.032052755E0,3.169133900E0
3.962977037E0,8.469933867E-1,4.262263775E-1,-3.089575291E0,3.231801695E0
3.965422662E0,8.693633080E-1,4.187697470E-1,-3.116206169E0,3.262192752E0
3.967905996E0,8.885374665E-1,4.198349714E-1,-3.117271185E0,3.268507285E0
3.970389329E0,9.077116847E-1,4.145087898E-1,-3.098097086E0,3.254836953E0
3.972872715E0,9.268859029E-1,4.102478623E-1,-3.060813904E0,3.224283260E0
3.975356048E0,9.588428736E-1,4.081174135E-1,-3.018204689E0,3.193039152E0
3.977839381E0,9.971912503E-1,4.272916019E-1,-2.972399712E0,3.164194771E0
3.980322767E0,1.038735390E0,4.603138268E-1,-2.924464226E0,3.137411519E0
3.982807298E0,1.077083707E0,5.189016461E-1,-2.876528740E0,3.115090018E0
3.985337715E0,1.117429495E0,5.892069936E-1,-2.823266983E0,3.093000164E0
3.987822246E0,1.155777812E0,6.488600373E-1,-2.766809702E0,3.067910955E0
3.990306777E0,1.201582909E0,6.627081037E-1,-2.716743708E0,3.043629394E0
3.992791360E0,1.258040190E0,6.232944727E-1,-2.674134254E0,3.020290570E0
3.995275892E0,1.325149894E0,5.572500229E-1,-2.649633884E0,3.014483297E0
3.997760423E0,1.402911901E0,4.954665005E-1,-2.630459785E0,3.022080002E0
4.000244954E0,1.489195824E0,4.411396384E-1,-2.623136282E0,3.048467211E0
4.002726256E0,1.575479627E0,3.846822679E-1,-2.615679741E0,3.077644718E0
4.005210735E0,1.660698295E0,3.388772607E-1,-2.603962183E0,3.106988200E0
4.007695162E0,1.740457654E0,3.026593328E-1,-2.585853100E0,3.131681940E0
4.010179590E0,1.797980189E0,2.770937383E-1,-2.564548492E0,3.144268225E0
4.012664069E0,1.834198117E0,2.600499988E-1,-2.543243885E0,3.146426258E0
4.015148496E0,1.843785167E0,2.621804774E-1,-2.524069548E0,3.136751413E0
4.017632975E0,1.825676203E0,2.738980353E-1,-2.512351990E0,3.117695664E0
4.020117454E0,1.780936480E0,2.621804774E-1,-2.516613007E0,3.094158104E0
4.022601881E0,1.709699035E0,2.248973250E-1,-2.563483238E0,3.089513863E0
4.025085579E0,1.605306149E0,1.792254597E-1,-2.654960155E0,3.107723125E0
4.027570006E0,1.479608655E0,1.089200750E-1,-2.800897121E0,3.169563068E0
4.030054433E0,1.341128349E0,2.476666868E-2,-3.006487131E0,3.292142692E0
4.032538912E0,1.210104704E0,-5.938674137E-2,-3.242835522E0,3.461771570E0
4.035023340E0,1.098388433E0,-1.094526947E-1,-3.479317427E0,3.650217363E0
4.037507767E0,1.019561172E0,-8.175663650E-2,-3.677450657E0,3.817044991E0
4.039992194E0,9.716256857E-1,1.091863867E-2,-3.814865828E0,3.936670798E0
4.042476725E0,9.545819163E-1,1.419423074E-1,-3.897820711E0,4.015517470E0
4.044965058E0,9.588428736E-1,2.643109560E-1,-3.932973385E0,4.056786855E0
4.047449590E0,9.907998443E-1,3.484643400E-1,-3.940430164E0,4.078002159E0
4.049934121E0,1.045126796E0,3.857475221E-1,-3.919125557E0,4.074387844E0
4.052418652E0,1.115298986E0,3.814865649E-1,-3.875450850E0,4.050745995E0
4.054903183E0,1.198387146E0,3.463338912E-1,-3.813800573E0,4.012624295E0
4.057387715E0,1.289997220E0,2.802894413E-1,-3.737103701E0,3.963407507E0
4.059872246E0,1.394389987E0,1.930734813E-1,-3.650819778E0,3.912810481E0
4.062355996E0,1.505174279E0,9.613727778E-2,-3.560275078E0,3.866568326E0
4.064809329E0,1.621284604E0,1.304910425E-2,-3.475056410E0,3.834677444E0
4.067293079E0,1.736196637E0,-6.258244067E-2,-3.400490046E0,3.818589776E0
4.069776829E0,1.845915675E0,-1.222354919E-1,-3.330184698E0,3.809524422E0
4.072260579E0,1.947112799E0,-1.701709777E-1,-3.275857925E0,3.814636491E0
4.074744277E0,2.035527229E0,-2.010627389E-1,-3.230185986E0,3.823336086E0
4.077228027E0,2.116484880E0,-2.106498331E-1,-3.192902803E0,3.836471023E0
4.079711777E0,2.188920736E0,-1.968017966E-1,-3.158815384E0,3.848144951E0
4.082195892E0,2.251769543E0,-1.595186442E-1,-3.119401693E0,3.850529729E0
4.084694069E0,2.303965807E0,-1.201050207E-1,-3.077857733E0,3.846542848E0
4.087178183E0,2.345376730E0,-8.921326697E-2,-3.030987501E0,3.833488782E0
4.089662298E0,2.374138117E0,-7.323476672E-2,-2.983052015E0,3.813200028E0
4.092146412E0,2.383725166E0,-7.323476672E-2,-2.934051275E0,3.781027094E0
4.094630527E0,2.385855675E0,-9.240896255E-2,-2.893572330E0,3.751480714E0
4.097114642E0,2.367746592E0,-1.371487528E-1,-2.852028370E0,3.709326020E0
4.099598756E0,2.338985443E0,-1.946713328E-1,-2.822201729E0,3.670636516E0
4.102083340E0,2.298639774E0,-2.692376375E-1,-2.807288408E0,3.638282826E0
4.104585735E0,2.245378017E0,-3.501953483E-1,-2.820071220E0,3.621762128E0
4.107070319E0,2.178268433E0,-4.278241992E-1,-2.861615419E0,3.621702599E0
4.109554902E0,2.106897831E0,-4.928034246E-1,-2.932986021E0,3.644760717E0
4.112039485E0,2.023809671E0,-5.290213227E-1,-3.024595976E0,3.677478751E0
4.114524069E0,1.938591003E0,-5.418041348E-1,-3.130053997E0,3.721414358E0
4.117008652E0,1.853372335E0,-5.204994678E-1,-3.232316494E0,3.762150798E0
4.119493183E0,1.778805971E0,-4.704335332E-1,-3.320597649E0,3.796291234E0
4.121977454E0,1.715025187E0,-3.885437548E-1,-3.389837742E0,3.818805776E0
4.124449590E0,1.660698295E0,-2.788247466E-1,-3.432447195E0,3.823265072E0
4.126933860E0,1.615958452E0,-1.595186442E-1,-3.455882311E0,3.818362275E0
4.129418079E0,1.576544881E0,-3.914731368E-2,-3.465469360E0,3.807427499E0
4.131902350E0,1.544587851E0,5.885412544E-2,-3.463338852E0,3.792615382E0
4.134386621E0,1.508369923E0,1.483336985E-1,-3.450556040E0,3.768755722E0
4.136870892E0,1.463630199E0,2.248973250E-1,-3.433512449E0,3.739224506E0
4.139355110E0,1.405042410E0,2.728328109E-1,-3.407946825E0,3.696306735E0
4.141839329E0,1.326215148E0,3.047898114E-1,-3.375989676E0,3.639924414E0
4.144321412E0,1.226083159E0,3.175725937E-1,-3.342967510E0,3.574851611E0
4.146805631E0,1.113168478E0,3.111811876E-1,-3.315271378E0,3.510983067E0
4.149289850E0,9.822779894E-1,2.813546658E-1,-3.298227787E0,3.452873735E0
4.151774069E0,8.384715319E-1,2.206363827E-1,-3.295032024E0,3.407191067E0
4.154258235E0,6.882736683E-1,1.515294015E-1,-3.307814837E0,3.382058662E0
4.156742454E0,5.380758047E-1,5.991935730E-2,-3.338706493E0,3.382318280E0
4.159226673E0,3.912068307E-1,-2.849498391E-2,-3.383446455E0,3.406106966E0
4.161711048E0,2.548570037E-1,-9.666989744E-2,-3.435642719E0,3.446438460E0
4.164202402E0,1.280942708E-1,-1.680405140E-1,-3.501687288E0,3.508056388E0
4.166686777E0,2.050573565E-2,-2.276935577E-1,-3.573057890E0,3.580364161E0
4.169171204E0,-8.282186836E-2,-2.852161527E-1,-3.650819778E0,3.662880393E0
4.171655579E0,-1.753639877E-1,-3.214340508E-1,-3.726451397E0,3.744397467E0
4.174139954E0,-2.616478503E-1,-3.576519787E-1,-3.796756744E0,3.822530093E0
4.176624329E0,-3.500621915E-1,-3.990629315E-1,-3.857342005E0,3.893697742E0
4.179108704E0,-4.438027143E-1,-4.299546778E-1,-3.906342745E0,3.954912833E0
4.181592558E0,-5.375432372E-1,-4.597811997E-1,-3.938299656E0,4.001319240E0
4.184057350E0,-6.344794035E-1,-4.917382002E-1,-3.959604263E0,4.040153028E0
4.186541204E0,-7.323477268E-1,-5.290213227E-1,-3.976648092E0,4.077980726E0
4.189025110E0,-8.335448503E-1,-5.865439177E-1,-3.992626429E0,4.120667007E0
4.191508965E0,-9.294158220E-1,-6.621754766E-1,-4.010735512E0,4.169926795E0
4.193992819E0,-1.016764879E0,-7.484593391E-1,-4.022452831E0,4.215937497E0
4.196476725E0,-1.092396498E0,-8.443303108E-1,-4.026713848E0,4.256835467E0
4.198960631E0,-1.152049541E0,-9.412665367E-1,-4.021388054E0,4.287745645E0
4.201444902E0,-1.199985027E0,-1.011438727E0,-4.009670258E0,4.305859721E0
4.203943340E0,-1.236202955E0,-1.050852418E0,-3.994756937E0,4.311678506E0
4.206427610E0,-1.267094731E0,-1.035939097E0,-3.972387075E0,4.296342392E0
4.208911881E0,-1.291594982E0,-9.668321013E-1,-3.950017214E0,4.266804179E0
4.211396152E0,-1.322486758E0,-8.485912681E-1,-3.916995049E0,4.220418057E0
4.213880371E0,-1.359636784E0,-7.239589691E-1,-3.887168407E0,4.181244671E0
4.216364642E0,-1.400115609E0,-6.153052449E-1,-3.862668037E0,4.154410744E0
4.218848860E0,-1.433137894E0,-5.513912439E-1,-3.849885225E0,4.144819993E0
4.221333444E0,-1.457638264E0,-5.236951709E-1,-3.853080988E0,4.152733923E0
4.223830058E0,-1.472551465E0,-5.311518312E-1,-3.862668037E0,4.167821308E0
4.226314642E0,-1.475747228E0,-5.503259897E-1,-3.874385595E0,4.182290319E0
4.228799173E0,-1.472551465E0,-5.737611651E-1,-3.880777121E0,4.190231587E0
4.231283756E0,-1.457638264E0,-5.950657725E-1,-3.887168407E0,4.193911159E0
4.233768287E0,-1.442724943E0,-6.078485847E-1,-3.888233662E0,4.191574426E0
4.236252871E0,-1.422485590E0,-6.142399907E-1,-3.883972645E0,4.181626421E0
4.238737402E0,-1.400115609E0,-6.153052449E-1,-3.873320341E0,4.164316838E0
4.241221100E0,-1.377745748E0,-6.046528816E-1,-3.872255087E0,4.154292709E0
4.243672037E0,-1.352180123E0,-5.950657725E-1,-3.877581358E0,4.149473647E0
4.246155735E0,-1.331940770E0,-5.790873170E-1,-3.895690441E0,4.157620996E0
4.248639433E0,-1.316095352E0,-5.673697591E-1,-3.924451590E0,4.177958317E0
4.251123131E0,-1.300116897E0,-5.673697591E-1,-3.967061043E0,4.213049454E0
4.253606829E0,-1.293725491E0,-5.695002079E-1,-4.025648594E0,4.266603184E0
4.256090527E0,-1.292660236E0,-5.716306567E-1,-4.093823433E0,4.330949364E0
4.258574225E0,-1.292660236E0,-5.726959109E-1,-4.174781322E0,4.407692161E0
4.261058756E0,-1.294790745E0,-5.695002079E-1,-4.268521786E0,4.496786830E0
4.263574798E0,-1.299051642E0,-5.705654621E-1,-4.369719028E0,4.594292601E0
4.266059329E0,-1.291594982E0,-5.886744261E-1,-4.484631062E0,4.703899546E0
4.268543860E0,-1.275616527E0,-6.302185059E-1,-4.617784977E0,4.832009001E0
4.271028392E0,-1.239398599E0,-6.877411008E-1,-4.773309231E0,4.979314985E0
4.273512871E0,-1.182941318E0,-7.580464482E-1,-4.949072838E0,5.144638620E0
4.275997402E0,-1.115831614E0,-8.304823041E-1,-5.127898693E0,5.313202994E0
4.278481933E0,-1.028482437E0,-8.986572027E-1,-5.310053349E0,5.482884957E0
4.280965735E0,-9.272853732E-1,-9.657669067E-1,-5.492208481E0,5.653045009E0
4.283422558E0,-8.250229955E-1,-1.030612946E0,-5.663711071E0,5.815535150E0
4.285906360E0,-7.216953635E-1,-1.115831614E0,-5.826558113E0,5.976178029E0
4.288390215E0,-6.142399907E-1,-1.217028737E0,-5.984212875E0,6.137528285E0
4.290874017E0,-5.077167153E-1,-1.321421623E0,-6.133345604E0,6.294589714E0
4.293357819E0,-4.001281559E-1,-1.423683882E0,-6.272891045E0,6.444853792E0
4.295841621E0,-3.074528873E-1,-1.506772161E0,-6.388868332E0,6.571341430E0
4.298325475E0,-2.179733068E-1,-1.584534168E0,-6.490065575E0,6.684251047E0
4.300809225E0,-1.316894293E-1,-1.652575850E0,-6.578479767E0,6.784153970E0
4.303290631E0,-4.873441160E-2,-1.729272604E0,-6.658372402E0,6.879439063E0
4.305774381E0,3.222329915E-2,-1.803838968E0,-6.724416733E0,6.962230516E0
4.308258131E0,1.131810099E-1,-1.850709200E0,-6.780873775E0,7.029806800E0
4.310741881E0,2.197043151E-1,-1.797447562E0,-6.823483467E0,7.059675230E0
4.313225631E0,3.304885328E-1,-1.706902742E0,-6.859701157E0,7.076598024E0
4.315709381E0,4.199681282E-1,-1.655771613E0,-6.900046825E0,7.108347140E0
4.318193131E0,4.955996573E-1,-1.610099673E0,-6.938395500E0,7.139984040E0
4.320677819E0,5.551195741E-1,-1.580273151E0,-6.965025902E0,7.163588960E0
4.323198392E0,6.030550599E-1,-1.535533428E0,-6.966091156E0,7.158768351E0
4.325683079E0,6.435338855E-1,-1.486532688E0,-6.942656040E0,7.129122540E0
4.328167819E0,6.818822622E-1,-1.444988608E0,-6.896851063E0,7.079513407E0
4.330652506E0,7.106435895E-1,-1.391726971E0,-6.822418213E0,6.999093409E0
4.333137194E0,7.340787053E-1,-1.329943419E0,-6.721220970E0,6.890749768E0
4.335621933E0,7.628399730E-1,-1.311834455E0,-6.615762711E0,6.787573256E0
4.338106621E0,7.905360460E-1,-1.338465333E0,-6.510304928E0,6.693318082E0
4.340590215E0,8.246235251E-1,-1.355509043E0,-6.404846668E0,6.598444481E0
4.343029954E0,8.640371561E-1,-1.361900449E0,-6.294062614E0,6.497426970E0
4.345513548E0,8.959941268E-1,-1.362965703E0,-6.177020073E0,6.388744631E0
4.347997090E0,9.098421335E-1,-1.349117637E0,-6.050257206E0,6.265264828E0
4.350480683E0,9.119726419E-1,-1.334204316E0,-5.919233799E0,6.135888202E0
4.352964277E0,9.045159817E-1,-1.315030217E0,-5.794601440E0,6.010395951E0
4.355447819E0,8.810808659E-1,-1.276681781E0,-5.676360607E0,5.884495697E0
4.357931360E0,8.544500470E-1,-1.222354889E0,-5.550796032E0,5.747658040E0
4.360415475E0,8.129059672E-1,-1.152049541E0,-5.422968388E0,5.603268724E0
4.362921152E0,7.649704814E-1,-1.060439467E0,-5.283422470E0,5.442817717E0
4.365405267E0,7.053174376E-1,-9.529840946E-1,-5.137485504E0,5.272514455E0
4.367889381E0,6.424686909E-1,-8.336780071E-1,-4.982094765E0,5.092057863E0
4.370373496E0,5.785546899E-1,-7.175676227E-1,-4.832962036E0,4.920076307E0
4.372857610E0,5.178363919E-1,-6.121095419E-1,-4.692351341E0,4.760356471E0
4.375341725E0,4.593817294E-1,-5.013253093E-1,-4.566654205E0,4.617000029E0
4.377825892E0,3.986634612E-1,-4.001281559E-1,-4.458000183E0,4.493640031E0
4.380310579E0,3.432713449E-1,-3.139774203E-1,-4.364392757E0,4.389116218E0
4.382815735E0,2.889444530E-1,-2.394111156E-1,-4.288761139E0,4.305145606E0
4.385300423E0,2.388785034E-1,-1.840189993E-1,-4.221651554E0,4.232406854E0
4.387785110E0,2.015953511E-1,-1.403444558E-1,-4.164129257E0,4.171367848E0
4.390269746E0,1.685731262E-1,-1.073222235E-1,-4.115128517E0,4.119977873E0
4.392754433E0,1.462032348E-1,-9.347419441E-2,-4.072518826E0,4.076214223E0
4.395239121E0,1.302247345E-1,-7.749570161E-2,-4.048018456E0,4.050853920E0
4.397723756E0,1.248985752E-1,-8.175663650E-2,-4.041627407E0,4.044383253E0
4.400208496E0,1.248985752E-1,-1.019960642E-1,-4.051214218E0,4.054422214E0
4.402695527E0,1.376813650E-1,-1.233007237E-1,-4.079975605E0,4.084159664E0
4.405180267E0,1.547250897E-1,-1.584534049E-1,-4.120454311E0,4.126401709E0
4.407664954E0,1.717688292E-1,-1.786928326E-1,-4.169455051E0,4.176815903E0
4.410149694E0,1.994648874E-1,-1.904104054E-1,-4.228043079E0,4.237026156E0
4.412634433E0,2.271609455E-1,-1.925408691E-1,-4.293022156E0,4.303337462E0
4.415119173E0,2.623136342E-1,-1.829537749E-1,-4.362262249E0,4.373969874E0
4.417603860E0,2.974663079E-1,-1.701709777E-1,-4.429371834E0,4.442609504E0
4.420088027E0,3.326190114E-1,-1.552577168E-1,-4.497413635E0,4.512368532E0
4.422550735E0,3.645760119E-1,-1.456706226E-1,-4.561327934E0,4.578192670E0
4.425034902E0,3.944025338E-1,-1.286268830E-1,-4.619915485E0,4.638503781E0
4.427519069E0,4.252942801E-1,-1.179745570E-1,-4.675307751E0,4.696093673E0
4.430003235E0,4.529903531E-1,-1.137136221E-1,-4.716851711E0,4.739917838E0
4.432487402E0,4.796211720E-1,-1.190397888E-1,-4.753069878E0,4.778690218E0
4.434971569E0,5.093145370E-1,-1.403444558E-1,-4.774374485E0,4.803514296E0
4.437455735E0,5.455324650E-1,-1.680405140E-1,-4.782896042E0,4.816838988E0
4.439939694E0,5.764242411E-1,-1.989322603E-1,-4.789287567E0,4.827951362E0
4.442415579E0,6.051855087E-1,-2.244978547E-1,-4.792483330E0,4.835756947E0
4.444899537E0,6.328815818E-1,-2.458025217E-1,-4.796744347E0,4.844555119E0
4.447383496E0,6.499252915E-1,-2.575200796E-1,-4.797809601E0,4.848473620E0
4.449867454E0,6.595124006E-1,-2.596505582E-1,-4.802070618E0,4.854096954E0
4.452351412E0,6.552514434E-1,-2.596505582E-1,-4.803135872E0,4.854573830E0
4.454835371E0,6.424686909E-1,-2.479329854E-1,-4.808461666E0,4.857524100E0
4.457319329E0,6.211640239E-1,-2.276935577E-1,-4.809526920E0,4.854815990E0
4.459803287E0,5.924026966E-1,-2.021279633E-1,-4.804201126E0,4.844805995E0
4.462286777E0,5.540543199E-1,-1.701709777E-1,-4.794613838E0,4.829519252E0
4.464770735E0,5.167711973E-1,-1.403444558E-1,-4.774374485E0,4.804310644E0
4.467254694E0,4.764254689E-1,-1.126483902E-1,-4.742417336E0,4.767619225E0
4.469738652E0,4.391423166E-1,-1.062569916E-1,-4.703003883E0,4.724656818E0
4.472222610E0,4.071853161E-1,-1.169093251E-1,-4.655068398E0,4.674305238E0
4.474706569E0,3.794892728E-1,-1.435401440E-1,-4.603937149E0,4.621780301E0
4.477190475E0,3.613803089E-1,-1.754971445E-1,-4.550675392E0,4.568374054E0
4.479674485E0,3.496627510E-1,-1.968017966E-1,-4.498478889E0,4.516337820E0
4.482160267E0,3.454017937E-1,-2.095845938E-1,-4.450676918E0,4.468976743E0
4.484644277E0,3.496627510E-1,-2.159759998E-1,-4.402741432E0,4.421882155E0
4.487128235E0,3.645760119E-1,-2.117150575E-1,-4.349479675E0,4.369864115E0
4.489612246E0,3.816197217E-1,-2.021279633E-1,-4.296217918E0,4.317867266E0
4.492096256E0,4.071853161E-1,-1.882799417E-1,-4.239760399E0,4.263427900E0
4.494580267E0,4.348813891E-1,-1.797580719E-1,-4.181172848E0,4.207569509E0
4.497064225E0,4.657731354E-1,-1.893451661E-1,-4.119389057E0,4.149959326E0
4.499548600E0,5.029231310E-1,-2.063889056E-1,-4.059736252E0,4.095971984E0
4.502046621E0,5.423367620E-1,-2.394111156E-1,-4.000082970E0,4.043774303E0
4.504530996E0,5.881417990E-1,-2.852161527E-1,-3.942560673E0,3.996378822E0
4.507015319E0,6.424686909E-1,-3.427387178E-1,-3.888233662E0,3.955830741E0
4.509499642E0,6.999912262E-1,-3.979976773E-1,-3.834039927E0,3.917684524E0
4.511984017E0,7.607095242E-1,-4.597811997E-1,-3.773321629E0,3.876600811E0
4.514468392E0,8.161016703E-1,-5.087819099E-1,-3.712603331E0,3.835140735E0
4.516952715E0,8.693633080E-1,-5.449998379E-1,-3.645493746E0,3.787141671E0
4.519437558E0,9.151683450E-1,-5.609783530E-1,-3.580514431E0,3.737955779E0
4.521940892E0,9.460600615E-1,-5.695002079E-1,-3.519796133E0,3.688946319E0
4.524425735E0,9.673647285E-1,-5.641740561E-1,-3.465469360E0,3.641917733E0
4.526910579E0,9.780170918E-1,-5.545869470E-1,-3.417533875E0,3.597724544E0
4.529395423E0,9.737561345E-1,-5.513912439E-1,-3.373859406E0,3.554597108E0
4.531880215E0,9.609733224E-1,-5.428693891E-1,-3.337641478E0,3.515398631E0
4.534365058E0,9.375382066E-1,-5.396736860E-1,-3.305684328E0,3.478185512E0
4.536849902E0,9.066464305E-1,-5.332822800E-1,-3.282249212E0,3.446673415E0
4.539334173E0,8.746894598E-1,-5.194342732E-1,-3.263075113E0,3.417974958E0
4.541796308E0,8.374063373E-1,-4.949339032E-1,-3.250292301E0,3.392728841E0
4.544280579E0,7.969274521E-1,-4.672378302E-1,-3.243900776E0,3.372876635E0
4.546764850E0,7.543181181E-1,-4.320851564E-1,-3.247096539E0,3.361447506E0
4.549249121E0,7.042521834E-1,-3.969324529E-1,-3.260944605E0,3.359655671E0
4.551733392E0,6.520557404E-1,-3.651086092E-1,-3.281183958E0,3.365211606E0
4.554217662E0,5.945332050E-1,-3.427387178E-1,-3.308880091E0,3.379293863E0
