"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)","Absolute (rad/s)"
5.972716465E0,-7.323477268E-1,-7.250242233E-1,6.294195652E-1,1.207543915E0
5.975200787E0,-7.122414112E-1,-6.398055553E-1,6.219629049E-1,1.141699099E0
5.977685162E0,-6.877411008E-1,-5.396736860E-1,6.145063043E-1,1.068575457E0
5.980169485E0,-6.611102223E-1,-4.363460839E-1,6.049191952E-1,9.966904553E-1
5.982653808E0,-6.323489547E-1,-3.299559355E-1,5.995930433E-1,9.317982279E-1
5.985138131E0,-5.950657725E-1,-2.298240215E-1,5.942668915E-1,8.718230857E-1
5.987622454E0,-5.556522012E-1,-1.307573467E-1,5.878754854E-1,8.194171336E-1
5.990084850E0,-5.109124184E-1,-5.299534276E-2,5.804188251E-1,7.750651703E-1
5.992568600E0,-4.619116783E-1,5.592473317E-3,5.676360726E-1,7.318499746E-1
5.995052298E0,-4.150414169E-1,3.328853101E-2,5.516575575E-1,6.911537924E-1
5.997536048E0,-3.639102280E-1,3.754946589E-2,5.292876363E-1,6.434174526E-1
6.000019850E0,-3.159747422E-1,2.050573565E-2,5.015916228E-1,5.931733971E-1
6.002503600E0,-2.701697350E-1,-1.145125460E-2,4.621779919E-1,5.354729807E-1
6.004987402E0,-2.275604010E-1,-4.766917601E-2,4.163729548E-1,4.768883768E-1
6.007472090E0,-1.860163212E-1,-9.453943372E-2,3.664401472E-1,4.216849034E-1
6.009973444E0,-1.455374658E-1,-1.563229412E-1,3.067871034E-1,3.738132458E-1
6.012474746E0,-1.062569916E-1,-2.127802968E-1,2.428731322E-1,3.399314068E-1
6.014959433E0,-6.684337556E-2,-2.745638192E-1,1.768286824E-1,3.333492322E-1
6.017444121E0,-2.742975019E-2,-3.374125659E-1,1.107842326E-1,3.561920508E-1
6.019928808E0,6.657706574E-3,-3.853480518E-1,4.367455468E-2,3.878722893E-1
6.022413444E0,4.074516147E-2,-4.278241992E-1,-2.130465955E-2,4.302878131E-1
6.024898131E0,7.483261824E-2,-4.491288662E-1,-8.308817446E-2,4.628393932E-1
6.027382767E0,1.014634445E-1,-4.512593448E-1,-1.416759938E-1,4.837374433E-1
6.029867350E0,1.376813650E-1,-4.427374899E-1,-1.958697289E-1,5.033265282E-1
6.032347558E0,1.728340536E-1,-4.235632718E-1,-2.384790480E-1,5.158969971E-1
6.034832142E0,2.154433727E-1,-3.969324529E-1,-2.725664973E-1,5.275070753E-1
6.037316673E0,2.623136342E-1,-3.619129062E-1,-3.013277948E-1,5.390619948E-1
6.039801256E0,3.155752718E-1,-3.214340508E-1,-3.194367588E-1,5.522204669E-1
6.042285787E0,3.784240186E-1,-2.756290436E-1,-3.396761715E-1,5.784081682E-1
6.044770371E0,4.465989470E-1,-2.287587970E-1,-3.609808385E-1,6.181329732E-1
6.047254902E0,5.189016461E-1,-1.829537749E-1,-3.929378390E-1,6.761147443E-1
6.049729537E0,5.998593569E-1,-1.403444558E-1,-4.323514402E-1,7.526324350E-1
6.052213860E0,6.850779653E-1,-1.083874628E-1,-4.792217016E-1,8.430498798E-1
6.054698131E0,7.756227851E-1,-7.962616533E-2,-5.335485935E-1,9.447778218E-1
6.057182402E0,8.682980537E-1,-6.045197323E-2,-5.878754854E-1,1.050330204E0
6.059666725E0,9.620385766E-1,-4.873441160E-2,-6.411371231E-1,1.157130103E0
6.062150996E0,1.056844354E0,-3.914731368E-2,-6.933335662E-1,1.264580537E0
6.064635319E0,1.151516914E0,-2.636451647E-2,-7.497909069E-1,1.374362651E0
6.067119642E0,1.242061734E0,-8.255556226E-3,-8.093107939E-1,1.482487594E0
6.069604173E0,1.329410791E0,1.837527007E-2,-8.668333888E-1,1.587158098E0
6.072097298E0,1.414629459E0,4.500609636E-2,-9.339430332E-1,1.695715674E0
6.074581829E0,1.492391467E0,5.991935730E-2,-1.003183246E0,1.799221844E0
6.077066360E0,1.563762069E0,7.483261824E-2,-1.076684237E0,1.900052808E0
6.079550892E0,1.627676010E0,8.122401685E-2,-1.140598297E0,1.989193558E0
6.082035423E0,1.697981477E0,1.057243794E-1,-1.185338020E0,2.073486186E0
6.084519954E0,1.761762261E0,1.408770680E-1,-1.215164542E0,2.144825746E0
6.087004485E0,1.827806711E0,1.962691844E-1,-1.229012609E0,2.211305261E0
6.089474485E0,1.886394501E0,2.611152530E-1,-1.237534523E0,2.271157653E0
6.091958079E0,1.940721393E0,3.399424851E-1,-1.235404015E0,2.325550149E0
6.094430319E0,1.984395981E0,4.336830080E-1,-1.236469269E0,2.377974897E0
6.096902506E0,2.020613909E0,5.348801613E-1,-1.235404015E0,2.428003384E0
6.099386100E0,2.042983770E0,6.595124006E-1,-1.237534523E0,2.477948948E0
6.101869694E0,2.048310041E0,7.777532339E-1,-1.242860675E0,2.518963433E0
6.104353287E0,1.999309182E0,8.011884093E-1,-1.279078603E0,2.505031366E0
6.106836829E0,1.871481299E0,6.967955232E-1,-1.363232017E0,2.417926340E0
6.109331204E0,1.603175759E0,3.420729637E-1,-1.516492367E0,2.233144762E0
6.111815058E0,1.166430116E0,-3.011946380E-1,-1.745517492E0,2.120874523E0
6.114298912E0,6.445991397E-1,-9.604407549E-1,-2.002238512E0,2.312339411E0
6.116782715E0,1.600512564E-1,-1.429010153E0,-2.232195854E0,2.655256062E0
6.119266569E0,-2.126471400E-1,-1.676010966E0,-2.399437428E0,2.934541111E0
6.121750423E0,-4.523245692E-1,-1.751642585E0,-2.484656096E0,3.073493968E0
6.124234277E0,-5.844134688E-1,-1.709033251E0,-2.514482498E0,3.095958008E0
6.126718079E0,-6.419360638E-1,-1.594121218E0,-2.504895449E0,3.037730333E0
6.129235110E0,-6.525883675E-1,-1.457771420E0,-2.485721350E0,2.954620064E0
6.131719798E0,-6.366099119E-1,-1.318225861E0,-2.472938538E0,2.873746094E0
6.134204485E0,-6.067833900E-1,-1.194658875E0,-2.469742775E0,2.809808763E0
6.136689121E0,-5.705654621E-1,-1.095592141E0,-2.483590841E0,2.773822372E0
6.139173808E0,-5.418041348E-1,-1.018895388E0,-2.502764940E0,2.755999252E0
6.141658496E0,-5.215647221E-1,-9.796149135E-1,-2.544309139E0,2.775821344E0
6.144143183E0,-5.162385702E-1,-9.764192104E-1,-2.598635912E0,2.823615650E0
6.146627871E0,-5.290213227E-1,-9.806801677E-1,-2.672003984E0,2.895030646E0
6.149110475E0,-5.567173958E-1,-9.923977256E-1,-2.760418177E0,2.985748820E0
6.151595110E0,-5.950657725E-1,-9.934629202E-1,-2.860550165E0,3.086068550E0
6.154079746E0,-6.387403607E-1,-1.001984835E0,-2.968138695E0,3.197156576E0
6.156564329E0,-6.792191863E-1,-1.018895388E0,-3.074661970E0,3.309536636E0
6.159048965E0,-7.195649147E-1,-1.060439467E0,-3.174793959E0,3.423685472E0
6.161533600E0,-7.536523938E-1,-1.119027257E0,-3.256683588E0,3.525081832E0
6.164018235E0,-7.802832127E-1,-1.177615166E0,-3.328054190E0,3.615461805E0
6.166502871E0,-7.983921766E-1,-1.240463853E0,-3.381315947E0,3.689102624E0
6.168970475E0,-8.047835231E-1,-1.288399339E0,-3.421794891E0,3.743838893E0
6.171454694E0,-8.037183285E-1,-1.307573557E0,-3.452686548E0,3.778459495E0
6.173938860E0,-7.973269224E-1,-1.311834455E0,-3.483578205E0,3.806830305E0
6.176423027E0,-7.792179585E-1,-1.293725491E0,-3.510209084E0,3.821318370E0
6.178907246E0,-7.557828426E-1,-1.266029477E0,-3.532578945E0,3.827943618E0
6.181391465E0,-7.206301689E-1,-1.229811549E0,-3.553883791E0,3.829077472E0
6.183875683E0,-6.738930345E-1,-1.187202215E0,-3.569862127E0,3.821975475E0
6.186359850E0,-6.174356937E-1,-1.138201475E0,-3.585840702E0,3.812477275E0
6.188842715E0,-5.503259897E-1,-1.111570716E0,-3.599688768E0,3.807388525E0
6.191326881E0,-4.842815697E-1,-1.073222280E0,-3.618862867E0,3.805588411E0
6.193811048E0,-4.182371199E-1,-1.039134860E0,-3.643363237E0,3.811668824E0
6.196295162E0,-3.564535975E-1,-1.014634490E0,-3.673189878E0,3.827383728E0
6.198779329E0,-2.861482203E-1,-1.001984835E0,-3.710472822E0,3.854019068E0
6.201263496E0,-2.190385461E-1,-9.955934286E-1,-3.749886513E0,3.885979030E0
6.203747662E0,-1.497983932E-1,-9.860063195E-1,-3.796756744E0,3.925558533E0
6.206231829E0,-8.388710022E-2,-9.742887616E-1,-3.855211496E0,3.977302015E0
6.208716048E0,-2.529928461E-2,-9.433969855E-1,-3.919125557E0,4.031151580E0
6.211202037E0,2.263620123E-2,-8.933310509E-1,-3.988365650E0,4.087250093E0
6.213686256E0,6.418029219E-2,-8.294170499E-1,-4.057605743E0,4.142006292E0
6.216170423E0,1.003982127E-1,-7.388722301E-1,-4.133237362E0,4.199959888E0
6.218654642E0,1.302247345E-1,-6.238270998E-1,-4.213129997E0,4.261054225E0
6.221138860E0,1.707035899E-1,-5.162385702E-1,-4.291956902E0,4.326261206E0
6.223623079E0,2.186390758E-1,-4.118457139E-1,-4.364392757E0,4.389230465E0
6.226107298E0,2.729659677E-1,-3.054555655E-1,-4.428307056E0,4.447214511E0
6.228596569E0,3.294233084E-1,-1.957365721E-1,-4.476109028E0,4.492480890E0
6.231080892E0,3.890763521E-1,-8.495233208E-2,-4.509131432E0,4.526683507E0
6.233565215E0,4.434032440E-1,3.222329915E-2,-4.529370785E0,4.551136614E0
6.236049537E0,4.892082810E-1,1.525946259E-1,-4.552805901E0,4.581555569E0
6.238533860E0,5.455324650E-1,2.589847744E-1,-4.620980740E0,4.660272715E0
6.241018235E0,5.828156471E-1,3.431381881E-1,-4.678503513E0,4.727135816E0
6.243502558E0,6.147726178E-1,4.443353117E-1,-4.731765270E0,4.792179234E0
6.245986933E0,6.435338855E-1,5.370106101E-1,-4.782896042E0,4.855781173E0
6.248465162E0,6.701647043E-1,6.243597269E-1,-4.843614578E0,4.929457169E0
6.250949329E0,6.935998797E-1,6.872084737E-1,-4.905397892E0,5.001626211E0
6.253433496E0,7.181001902E-1,7.287525535E-1,-4.967181683E0,5.071453641E0
6.255917662E0,7.436658144E-1,7.617747784E-1,-5.034291267E0,5.145622239E0
6.258401829E0,7.639052272E-1,7.862751484E-1,-5.098072052E0,5.214606261E0
6.260885996E0,7.852098942E-1,8.011884093E-1,-5.166246891E0,5.286640179E0
6.263370162E0,8.065145612E-1,7.990579009E-1,-5.237617493E0,5.359253331E0
6.265854381E0,8.288844228E-1,7.894708514E-1,-5.315379620E0,5.437239567E0
6.268317350E0,8.363410830E-1,7.724270821E-1,-5.402728558E0,5.521375360E0
6.270800996E0,8.395367861E-1,7.788184881E-1,-5.497534275E0,5.615537673E0
6.273284642E0,8.267539740E-1,7.745575905E-1,-5.599796772E0,5.713246492E0
6.275768235E0,8.150364161E-1,7.585790753E-1,-5.712578297E0,5.820075375E0
6.278251881E0,8.011884093E-1,7.308830023E-1,-5.831884384E0,5.931860442E0
6.280735527E0,7.852098942E-1,6.999912262E-1,-5.954386234E0,6.046590587E0
6.283219173E0,7.724270821E-1,6.637732983E-1,-6.076888084E0,6.161639991E0
6.285702819E0,7.596443295E-1,6.211640239E-1,-6.203650951E0,6.280779361E0
6.288187454E0,7.436658144E-1,5.796199441E-1,-6.332410812E0,6.402220304E0
6.290710683E0,7.298177481E-1,5.316844583E-1,-6.465565205E0,6.528311859E0
6.293195319E0,7.117088437E-1,4.805532396E-1,-6.592327595E0,6.648025572E0
6.295679954E0,6.914693713E-1,4.347482324E-1,-6.716959953E0,6.766438275E0
6.298164590E0,6.829475164E-1,4.145087898E-1,-6.839461803E0,6.885961996E0
6.300649277E0,7.063826323E-1,4.645747542E-1,-6.956504345E0,7.007692832E0
6.303133912E0,7.628399730E-1,5.742937326E-1,-7.071549416E0,7.135723457E0
6.305618548E0,8.395367861E-1,7.266221046E-1,-7.178072929E0,7.263438076E0
6.308089121E0,9.204944968E-1,8.734911084E-1,-7.277139187E0,7.386951440E0
6.310573392E0,9.790822864E-1,9.959928989E-1,-7.365553856E0,7.496798489E0
6.313057662E0,1.003582716E0,1.082276702E0,-7.445446014E0,7.590333819E0
6.315541933E0,9.982565045E-1,1.149386406E0,-7.507096767E0,7.659902547E0
6.318026204E0,9.673647285E-1,1.214365602E0,-7.556097507E0,7.713954101E0
6.320510527E0,9.322120547E-1,1.301714778E0,-7.585923672E0,7.753045765E0
6.322994798E0,8.917331696E-1,1.424216509E0,-7.595510960E0,7.779162387E0
6.325479121E0,8.576457500E-1,1.589194536E0,-7.585923672E0,7.797905710E0
6.327974902E0,8.299496770E-1,1.779871225E0,-7.562488556E0,7.813321394E0
6.330459485E0,8.065145612E-1,1.999309182E0,-7.511357307E0,7.814613973E0
6.332944069E0,7.894708514E-1,2.218614101E0,-7.442250729E0,7.805934195E0
6.335428600E0,7.756227851E-1,2.434856415E0,-7.365553856E0,7.796249103E0
6.337913183E0,7.639052272E-1,2.620206833E0,-7.284595966E0,7.779098498E0
6.340397767E0,7.585790753E-1,2.775597811E0,-7.189790249E0,7.744189386E0
6.342882350E0,7.617747784E-1,2.897034407E0,-7.085397243E0,7.692591453E0
6.345366933E0,7.607095242E-1,3.001427174E0,-6.975678444E0,7.631994091E0
6.347850527E0,7.500572205E-1,3.110080957E0,-6.870353699E0,7.578716866E0
6.350295735E0,7.234264016E-1,3.237908840E0,-6.783004284E0,7.550930177E0
6.352779329E0,6.840127707E-1,3.385843277E0,-6.712698936E0,7.549313557E0
6.355262923E0,6.360772848E-1,3.565867662E0,-6.655176640E0,7.577029933E0
6.357746517E0,5.817503929E-1,3.752283335E0,-6.608306408E0,7.621533791E0
6.360230110E0,5.252930522E-1,3.942826986E0,-6.563566208E0,7.674778095E0
6.362713704E0,4.615122080E-1,4.131372929E0,-6.512435436E0,7.726127821E0
6.365197298E0,3.933372796E-1,4.308201790E0,-6.458108425E0,7.773189906E0
6.367699121E0,3.155752718E-1,4.470117092E0,-6.397389889E0,7.810770254E0
6.370183183E0,2.388785034E-1,4.616986275E0,-6.340932846E0,7.847359719E0
6.372667246E0,1.600512564E-1,4.760792732E0,-6.280214310E0,7.882376267E0
6.375151256E0,8.441971987E-2,4.898207664E0,-6.216433525E0,7.914771682E0
6.377635319E0,7.722939365E-3,5.021774769E0,-6.154650211E0,7.943424998E0
6.380119329E0,-5.832150951E-2,5.144143581E0,-6.093931675E0,7.975062247E0
6.382603392E0,-1.178414002E-1,5.260253906E0,-6.030017853E0,8.002829066E0
6.385087454E0,-1.700378209E-1,5.355059624E0,-5.953320980E0,8.009220132E0
6.387571881E0,-2.009295821E-1,5.422169209E0,-5.854254246E0,7.982016311E0
6.390071621E0,-2.169080675E-1,5.465843678E0,-5.715774059E0,7.911546582E0
6.392556048E0,-2.243647128E-1,5.471169949E0,-5.538013458E0,7.788044247E0
6.395040475E0,-2.158428431E-1,5.456256866E0,-5.316444874E0,7.621149075E0
6.397524902E0,-2.062557489E-1,5.424299717E0,-5.056661129E0,7.418584139E0
6.400009381E0,-1.966686398E-1,5.372103214E0,-4.777570248E0,7.191894672E0
6.402493808E0,-1.913424879E-1,5.296471596E0,-4.481435299E0,6.940640147E0
6.404978287E0,-1.956034154E-1,5.204861641E0,-4.181172848E0,6.679150528E0
6.407462037E0,-2.105166763E-1,5.086620808E0,-3.882907629E0,6.402733804E0
6.409918340E0,-2.414084375E-1,4.919512272E0,-3.582644939E0,6.090584848E0
6.412402090E0,-2.786915898E-1,4.713922501E0,-3.279053450E0,5.748993466E0
6.414885787E0,-3.213009238E-1,4.464791298E0,-2.974529982E0,5.374516186E0
6.417369537E0,-3.617797792E-1,4.166525841E0,-2.668808222E0,4.961185293E0
6.419853235E0,-4.107804894E-1,3.836436749E0,-2.373871803E0,4.530149542E0
6.422336985E0,-4.800206423E-1,3.526453972E0,-2.130998611E0,4.148186654E0
6.424820735E0,-5.737611651E-1,3.240039349E0,-1.964955449E0,3.832506591E0
6.427305162E0,-6.781539917E-1,2.955622196E0,-1.861627817E0,3.558265523E0
6.429816621E0,-7.664351463E-1,2.637250662E0,-1.810496688E0,3.289439488E0
6.432301048E0,-8.282186985E-1,2.283593178E0,-1.793452978E0,3.019473066E0
6.434785475E0,-8.516538143E-1,1.907699227E0,-1.803040028E0,2.759634741E0
6.437269902E0,-8.314144015E-1,1.521019578E0,-1.813692331E0,2.508830472E0
6.439754381E0,-7.675004005E-1,1.149386406E0,-1.811561942E0,2.278574696E0
6.442238808E0,-6.653711796E-1,8.022536039E-1,-1.788126826E0,2.069716695E0
6.444723235E0,-5.492607951E-1,4.848141670E-1,-1.733799934E0,1.882231232E0
6.447207662E0,-4.256937504E-1,1.930734813E-1,-1.665624976E0,1.729970838E0
6.449690683E0,-2.904091477E-1,-9.134373069E-2,-1.577210665E0,1.606323327E0
6.452175110E0,-1.455374658E-1,-3.629781604E-1,-1.486665845E0,1.537240916E0
6.454659485E0,-3.994623665E-3,-6.078485847E-1,-1.406906486E0,1.532606185E0
6.457143912E0,1.312899739E-1,-8.262213469E-1,-1.353644848E0,1.591299200E0
6.459628287E0,2.719007432E-1,-1.042330503E0,-1.320622683E0,1.704238001E0
6.462112715E0,4.093157947E-1,-1.237268209E0,-1.309970260E0,1.847807924E0
6.464597090E0,5.252930522E-1,-1.393857360E0,-1.319557428E0,1.989975612E0
6.467081308E0,6.264901757E-1,-1.552577138E0,-1.329144478E0,2.137664790E0
6.469559017E0,7.074478865E-1,-1.673880577E0,-1.335535884E0,2.255219456E0
6.472043235E0,7.702966332E-1,-1.763360143E0,-1.338731647E0,2.344141275E0
6.474527506E0,8.182321191E-1,-1.811295629E0,-1.324883580E0,2.388642325E0
6.477011725E0,8.480586410E-1,-1.813426018E0,-1.306774616E0,2.390685525E0
6.479495944E0,8.672328591E-1,-1.813426018E0,-1.272687197E0,2.379146791E0
6.481980162E0,8.810808659E-1,-1.804904222E0,-1.229012609E0,2.354666587E0
6.484464381E0,8.789504170E-1,-1.755903482E0,-1.184272766E0,2.293088062E0
6.486948340E0,8.629719019E-1,-1.685598135E0,-1.137402534E0,2.208992101E0
6.489422819E0,8.427324891E-1,-1.618488431E0,-1.087336659E0,2.124147796E0
6.491906777E0,8.075798154E-1,-1.541924834E0,-1.038335919E0,2.026785345E0
6.494390735E0,7.649704814E-1,-1.437531948E0,-9.904004335E-1,1.905930470E0
6.496874746E0,7.095783353E-1,-1.325682521E0,-9.477910995E-1,1.777426096E0
6.499358704E0,6.499252915E-1,-1.214898229E0,-9.030513167E-1,1.647386497E0
6.501842662E0,5.870765448E-1,-1.113701105E0,-8.551158309E-1,1.521910676E0
6.504326621E0,5.242277980E-1,-1.011438727E0,-7.977263927E-1,1.390751768E0
6.506810527E0,4.668383598E-1,-9.082443118E-1,-7.327471375E-1,1.256886690E0
6.509292558E0,4.114462435E-1,-8.091776371E-1,-6.603113413E-1,1.122527295E0
6.511776465E0,3.592498302E-1,-7.175676227E-1,-5.857450366E-1,9.935094270E-1
6.514260371E0,3.081186414E-1,-6.408708096E-1,-5.090482235E-1,8.745184878E-1
6.516744277E0,2.505960763E-1,-5.620435476E-1,-4.387428463E-1,7.557688985E-1
6.519228235E0,1.930734813E-1,-4.970643520E-1,-3.726983964E-1,6.505800750E-1
6.521712142E0,1.440727711E-1,-4.597811997E-1,-3.045234978E-1,5.699914698E-1
6.524196100E0,1.003982127E-1,-4.310199022E-1,-2.374138087E-1,5.022183527E-1
6.526680683E0,6.418029219E-2,-4.374113083E-1,-1.746982187E-1,4.753601058E-1
6.529190058E0,3.328853101E-2,-4.619116783E-1,-1.150451675E-1,4.771854099E-1
6.531674642E0,7.722939365E-3,-5.013253093E-1,-5.645735189E-2,5.045534086E-1
6.534159225E0,-1.251648832E-2,-5.599130988E-1,-1.065232977E-2,5.601542759E-1
6.536643808E0,-3.169068322E-2,-6.270228028E-1,2.982652560E-2,6.285312373E-1
6.539128392E0,-5.086487532E-2,-7.015891075E-1,6.604444981E-2,7.065241543E-1
6.541612975E0,-6.790860742E-2,-7.804163694E-1,9.480573982E-2,7.890813754E-1
6.544097506E0,-8.069140464E-2,-8.539174199E-1,1.171756312E-1,8.656882761E-1
6.546581569E0,-9.560466558E-2,-9.157009125E-1,1.416759938E-1,9.315151638E-1
6.549045527E0,-1.071890742E-1,-9.774844646E-1,1.704372764E-1,9.980051310E-1
6.551529590E0,-1.189066395E-1,-1.029547691E0,2.023942769E-1,1.055969072E0
6.554013652E0,-1.263632625E-1,-1.076417923E0,2.375469655E-1,1.109536741E0
6.556497715E0,-1.348851323E-1,-1.125418663E0,2.801562846E-1,1.167582421E0
6.558981725E0,-1.338198930E-1,-1.162701845E0,3.291569948E-1,1.215782740E0
6.561465787E0,-1.338198930E-1,-1.202115417E0,3.813534081E-1,1.268234860E0
6.563949798E0,-1.316894293E-1,-1.236202955E0,4.376776218E-1,1.317991484E0
6.566434381E0,-1.284937263E-1,-1.274551272E0,5.037220716E-1,1.376491013E0
6.568940215E0,-1.284937263E-1,-1.316095352E0,5.772231221E-1,1.442845850E0
6.571424798E0,-1.380808353E-1,-1.356574297E0,6.496589780E-1,1.510436006E0
6.573909433E0,-1.455374658E-1,-1.395987868E0,7.274209857E-1,1.580855646E0
6.576394017E0,-1.572550237E-1,-1.435401559E0,8.062482476E-1,1.653826779E0
6.578878600E0,-1.711030602E-1,-1.455640912E0,8.861407042E-1,1.712720663E0
6.581363183E0,-1.892120093E-1,-1.462032318E0,9.692289233E-1,1.764297138E0
6.583847819E0,-2.083862126E-1,-1.455640912E0,1.051118731E0,1.807530322E0
6.586331673E0,-2.350170314E-1,-1.419422984E0,1.134206891E0,1.832053461E0
6.588787194E0,-2.627131045E-1,-1.374683261E0,1.215164542E0,1.853482427E0
6.591271048E0,-2.818872929E-1,-1.339530468E0,1.293991804E0,1.883671179E0
6.593754954E0,-2.999962568E-1,-1.289464593E0,1.374949574E0,1.908717638E0
6.596238808E0,-3.213009238E-1,-1.233007193E0,1.452711582E0,1.932333295E0
6.598722662E0,-3.404751122E-1,-1.184006453E0,1.521951675E0,1.958093839E0
6.601206517E0,-3.532578945E-1,-1.142462373E0,1.596518040E0,1.994713329E0
6.603690371E0,-3.543231487E-1,-1.114766359E0,1.669885874E0,2.038815284E0
6.606174485E0,-3.575188220E-1,-1.092396498E0,1.740191340E0,2.085525286E0
6.608668027E0,-3.511274457E-1,-1.087070346E0,1.803040028E0,2.134470839E0
6.611152142E0,-3.436708152E-1,-1.099853039E0,1.858432174E0,2.186677041E0
6.613636256E0,-3.276923001E-1,-1.135005832E0,1.905302405E0,2.241829105E0
6.616120371E0,-3.074528873E-1,-1.187202215E0,1.942585588E0,2.297306062E0
6.618604485E0,-2.914743721E-1,-1.250050902E0,1.971346855E0,2.352401537E0
6.621088600E0,-2.765611112E-1,-1.305443048E0,1.996912479E0,2.401734176E0
6.623572662E0,-2.701697350E-1,-1.345921874E0,2.013956070E0,2.437317466E0
6.626057298E0,-2.701697350E-1,-1.359769940E0,2.035260916E0,2.462570399E0
6.628561569E0,-2.776263654E-1,-1.352313280E0,2.059761286E0,2.479605646E0
6.631046204E0,-2.893439233E-1,-1.328878164E0,2.084261656E0,2.488731350E0
6.633530840E0,-3.074528873E-1,-1.289464593E0,2.110892296E0,2.492611582E0
6.636015475E0,-3.181052208E-1,-1.258572817E0,2.133262396E0,2.497199415E0
6.638500058E0,-3.308880031E-1,-1.217028737E0,2.156697512E0,2.498397481E0
6.640984694E0,-3.404751122E-1,-1.186136961E0,2.179067373E0,2.504232180E0
6.643469329E0,-3.500621915E-1,-1.157375693E0,2.204632998E0,2.514451966E0
6.645953392E0,-3.628450036E-1,-1.130744815E0,2.235524654E0,2.531365405E0
6.648416152E0,-3.830844164E-1,-1.101983547E0,2.267348528E0,2.549900146E0
6.650900215E0,-4.022586346E-1,-1.077483177E0,2.300370693E0,2.571864563E0
6.653384277E0,-4.224980474E-1,-1.065765619E0,2.333392859E0,2.599823684E0
6.655868340E0,-4.416722357E-1,-1.058308959E0,2.361088991E0,2.624849222E0
6.658352402E0,-4.491288662E-1,-1.063635230E0,2.391980648E0,2.656051216E0
6.660836465E0,-4.576507509E-1,-1.083874583E0,2.422872543E0,2.693425270E0
6.663320579E0,-4.683030546E-1,-1.105179310E0,2.452698946E0,2.730652152E0
6.665805110E0,-4.821510911E-1,-1.133940578E0,2.484656096E0,2.773410684E0
6.668308027E0,-4.906729758E-1,-1.160571337E0,2.521939278E0,2.819195544E0
6.670792558E0,-4.991948307E-1,-1.190397859E0,2.563483238E0,2.870137428E0
6.673277090E0,-5.077167153E-1,-1.220224380E0,2.608222961E0,2.923961494E0
6.675761673E0,-5.173037648E-1,-1.250050902E0,2.650832415E0,2.976095249E0
6.678246204E0,-5.300865769E-1,-1.278812289E0,2.689180851E0,3.024573738E0
6.680730735E0,-5.407389402E-1,-1.319291115E0,2.729659557E0,3.079605323E0
6.683215319E0,-5.418041348E-1,-1.358704686E0,2.778660297E0,3.140156556E0
6.685699746E0,-5.396736860E-1,-1.387466073E0,2.825530529E0,3.193733327E0
6.688180371E0,-5.375432372E-1,-1.420488238E0,2.871202469E0,3.248159969E0
6.690664798E0,-5.332822800E-1,-1.457771420E0,2.909550905E0,3.297722544E0
6.693149225E0,-5.311518312E-1,-1.514228702E0,2.946834087E0,3.355419790E0
6.695633704E0,-5.268908739E-1,-1.573881745E0,2.994769573E0,3.423939622E0
6.698118183E0,-5.183690190E-1,-1.636597395E0,3.045900583E0,3.496379247E0
6.700602610E0,-5.130428672E-1,-1.691989541E0,3.097031832E0,3.566181117E0
6.703087037E0,-5.066514611E-1,-1.744185925E0,3.147097826E0,3.633607707E0
6.705571673E0,-5.077167153E-1,-1.798512816E0,3.187576771E0,3.695006128E0
6.708063600E0,-5.141080618E-1,-1.849643946E0,3.218468428E0,3.747536370E0
6.710548235E0,-5.183690190E-1,-1.894383788E0,3.240838289E0,3.789515694E0
6.713032871E0,-5.268908739E-1,-1.931666970E0,3.253621101E0,3.820340502E0
6.715517506E0,-5.332822800E-1,-1.954036832E0,3.265338659E0,3.842536466E0
6.718002142E0,-5.343475342E-1,-1.944449782E0,3.273860455E0,3.845071458E0
6.720486777E0,-5.460650921E-1,-1.881600976E0,3.294100046E0,3.832715021E0
6.722971412E0,-5.684349537E-1,-1.753772974E0,3.323926449E0,3.800963691E0
6.725455319E0,-6.046528816E-1,-1.578142762E0,3.363340139E0,3.764066495E0
6.727911517E0,-6.504579186E-1,-1.378944159E0,3.407014608E0,3.732603788E0
6.730395423E0,-7.079805136E-1,-1.181876063E0,3.456015348E0,3.720498559E0
6.732879329E0,-7.728265524E-1,-9.945281744E-1,3.502752542E0,3.722314138E0
6.735363287E0,-8.399362564E-1,-8.283518553E-1,3.548557520E0,3.739508014E0
6.737847194E0,-9.091764092E-1,-6.888062954E-1,3.592231989E0,3.768976853E0
6.740331100E0,-9.720251560E-1,-5.833482146E-1,3.631645679E0,3.804468213E0
6.742815006E0,-1.029547691E0,-5.002600551E-1,3.665733099E0,3.840290057E0
6.745299537E0,-1.073222280E0,-4.320851564E-1,3.694494486E0,3.871407128E0
6.747808652E0,-1.105179310E0,-3.789566457E-1,3.725386143E0,3.904296525E0
6.750293183E0,-1.117962003E0,-3.533910513E-1,3.761604071E0,3.940100184E0
6.752777715E0,-1.121157765E0,-3.416734934E-1,3.798887253E0,3.975585475E0
6.755262298E0,-1.115831614E0,-3.523258269E-1,3.844692230E0,4.018814754E0
6.757746829E0,-1.108374953E0,-3.640433848E-1,3.895823479E0,4.066750939E0
6.760231360E0,-1.097722650E0,-3.960003853E-1,3.950150251E0,4.118919558E0
6.762715944E0,-1.088135481E0,-4.384765327E-1,3.999150991E0,4.167674309E0
